Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
12-year-old shot outside McDonald&#39;s in DC; Suspect on the loose,https://www.youtube.com/watch?v=V2h5m0XLL24,60,6151,22,"The search is on for the person accused of shooting a 12-year-old boy outside a McDonald's in Northwest, D.C. FOX 5's Shomari Stone has the latest details.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-10-01T02:41:13Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"23-year-old suspect in Virginia triple homicide arrested in New York, sheriff says | NBC4 Washington",https://www.youtube.com/watch?v=PvMH5JdlLgc,251,19226,66,"Police in New York arrested a 23-year-old triple-homicide suspect from Virginia after a high-speed chase Thursday evening, according to the Spotsylvania County Sheriff's Office.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across alls platforms.
FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.
More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-06-07T12:10:54Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
"Man killed after Southeast shooting, marking DC&#39;s 203 homicide in 2022",https://www.youtube.com/watch?v=y9WEFc17OZA,17,907,4,This marks DC's 203rd homicide in 2022.,2022-12-31T04:12:35Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
DC Police investigating first homicide of 2022,https://www.youtube.com/watch?v=rvPghS1LUlU,3,495,1,A man was stabbed Monday in Northeast DC.,2022-01-05T00:28:45Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Mysterious voicemail latest clue in D.C. quadruple homicide, house fire investigation",https://www.youtube.com/watch?v=O22a1qxhlDc,0,155,0,"Mysterious voicemail latest clue in D.C. quadruple homicide, house fire investigation

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2015-05-19T16:23:24Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
DC mansion murder case reveals new evidence including bloody baseball bat and bootprint,https://www.youtube.com/watch?v=W002RTHpfDU,60,14642,0,"Originally published on 11 June, 2015

Sign up for a free trial of News Direct's animated news graphics at
http://newsdirect.nma.com.tw/Reuters.aspx

----------------------------------------­----------------------------------------­----------------

Police have released new evidence in the quadruple homicide case of the Savopoulos family murder in Washington, DC, including a bloody baseball bat that was found in the same room as the three adult victims.

Savvas Savopoulos, 46, the wealthy CEO of American Iron Works, along with his wife, Amy, 47, and their 10-year-old son Philip were killed and their home was set on fire on May 14. The family's housekeeper, Veralicia Figueroa, 57, was also found injured and given CPR before she died at a local hospital.

The only suspect in the case, Daron Dylon Wint, 34, has been arrested and charged with first degree murder. Wint’s DNA was found on a pizza crust at the scene of the crime, and one of the victim’s blood as found on his shoe. Although he is currently the only suspect, police believe he didn’t act alone.

Other evidence in the case includes video evidence of a suspect fleeing after setting the victim’s stolen car on fire. Initially police said there were no signs of forced entry at the house, but a broken side door window and bootprint were submitted later as evidence in the case.

----------------------------------------­----------------------------------------­----------------

Next Media Animation’s News Direct service provides daily, high-quality, informative 3D animated news graphics that fill in for missing footage and help viewers understand breaking news stories or in-depth features on science, technology, and health.

To subscribe to News Direct or for more info, please visit:
http://newsdirect.nma.com.tw/Index.aspx",2015-07-11T16:00:17Z,UCo-2gR7lMv3oxvzSuJafPJQ,News Direct
&#39;You don&#39;t have closure&#39; | Family members of homicide victims want answers as unsolved homicides inc,https://www.youtube.com/watch?v=27xqfSo2flY,14,1076,1,Ranel Marshall is among the growing number of unsolved homicide cases piling up on the desks of DC Police.,2022-08-06T03:55:15Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Arrest made in DC&#39;s first homicide of the year,https://www.youtube.com/watch?v=e9jaYevzntg,235,20172,57,DC police confirmed they arrested the person accused of killing a woman at a hotel on New Year's Day.,2024-01-03T04:24:37Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Injured 15-year-old charged with murder in Southeast DC triple shooting | FOX 5 DC,https://www.youtube.com/watch?v=tCAOiIWDfW8,82,12618,58,"A woman is dead, while a 15-year-old and a man are injured after a triple shooting in Southeast D.C. FOX 5's David Kaplan explains why the injured 15-year-old is now facing a second-degree murder charge for the incident. READ MORE: https://bit.ly/3krEIOG

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-01-19T16:55:20Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Homicide suspect escapes D.C. hospital with handcuffs still on wrist,https://www.youtube.com/watch?v=_dJR6s7t1CI,191,9822,9,"Police are still searching for a murder suspect who escaped a Washington, D.C., hospital after his arrest earlier this month. 

Full story: https://trib.al/s40CUhj",2023-09-18T21:30:39Z,UCCjG8NtOig0USdrT5D1FpxQ,NewsNation
"Dozens of guns from crime scenes connected to DC police, ATF says | NBC4 Washington",https://www.youtube.com/watch?v=k7gj0GYSPzQ,3122,266826,1127,"The D.C. area’s largest police force wound up being in the firearms business. Investigative Reporter Ted Oberg and the News4 I-Team explain.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-04-03T02:14:41Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Suspect charged with murder of missing DC woman | NBC4 Washington,https://www.youtube.com/watch?v=hJxHQiaf3QU,34,2283,6,"The October disappearance of a D.C. woman now is a murder case. News4’s Dominique Moody was in court for the suspect’s first appearance.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-03-29T01:24:27Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Woman found dead sparks homicide investigation in Southeast DC,https://www.youtube.com/watch?v=cvCpU50UFLg,3,604,0,Police have only said the victim is a woman and have not said how she died.,2023-02-09T11:05:53Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Soaring murder rate will have DC police working longer hours,https://www.youtube.com/watch?v=g9XWefC-2WY,21,5312,5,More than 130 people have been killed in DC this year. City leaders say there will be more police on the streets.,2019-10-02T10:25:00Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
RAW VIDEO: DC gunman opens fire in broad daylight in Southeast | FOX 5 DC,https://www.youtube.com/watch?v=1D8YN9POfhs,9471,1896615,2386,"D.C. police are looking for a man who was caught on camera during a shooting in a Southeast neighborhood. STORY: https://bit.ly/3iTMnlB

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2021-08-17T16:23:39Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"$8,000 Reward Offered To Identify Suspects In Fatal Shooting In Northeast Baltimore",https://www.youtube.com/watch?v=JFAlwaz4TvI,10869,2092441,4658,"Just before 8 p.m. on June 26, a gray Honda Civic pulled into a parking lot. Four suspects got out and started shooting.",2022-07-07T23:30:03Z,UClYiny8IhDsIk5SivucNl7g,WJZ
Arrest made in Q Street double homicide that shook DC&#39;s Shaw neighborhood in July,https://www.youtube.com/watch?v=Y8oNJ-I0Pro,3,600,0,"A 20-year-old man has been arrested and charged in the murders of two men who were killed on Q Street in Northwest D.C. on July 25, said D.C. Police Chief Contee.",2021-12-14T23:02:48Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Washington DC marks 100th homicide of 2019,https://www.youtube.com/watch?v=6aif2afPG1s,4,478,0,"This time last year, there had been 93 murdered in the District.  The 100th homicide happened Monday night in the 500 block of Bass Place SE. Police said they arrived at the scene and found an adult man with multiple stab wounds. Emergency responders took him to a local hospital, but he was pronounced dead. on.wusa9.com/2KkJN6W",2019-08-07T02:26:09Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Reward up to $30K in search for escaped DC homicide suspect | NBC4 Washington,https://www.youtube.com/watch?v=WWIKYjsdYEI,15,820,5,"One week after a homicide suspect escaped from a D.C. hospital, authorities have increased the reward for his capture to $30,000. News4’s Joseph Olmo reports.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, TCL and Samsung TV Plus.
More here: https://www.nbcwashington.com/watchlive/

Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67

VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2023-09-13T15:02:11Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
