Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
DC police crack down on retail crimes with undercover patrols,https://www.youtube.com/watch?v=3tL48mZJwAE,169,11472,87,"D.C. police are cracking down on retail crimes, sending a warning to criminals with a new initiative. FOX 5's Homa Bash has the story.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-03-29T21:55:15Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
The DC Sniper Murders: When Terror Arrived in the Capital,https://www.youtube.com/watch?v=lcdeYnWITug,6676,148000,564,"Experience the gripping true story of the DC sniper attacks. Discover how random shootings terrorized the Washington D.C. area, claiming innocent lives and sparking widespread fear. Watch now for chilling details!

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

Love content? Check out Simon's other YouTube Channels:

Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Brain Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Casual Criminalist: https://www.youtube.com/c/TheCasualCriminalist
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ
Places: https://youtube.com/@Places302?si=u5C3dXhcJ4tFuY-4
Astrographics: https://youtube.com/@Astrographics-ve4yq?si=4J_1EcNWIjXSBFOl",2024-07-08T19:00:32Z,UCf-U0uPVQZtcqXUWa_Hl4Mw,Into the Shadows
"Murder, Carjackings SURGE in Washington, D.C.; Residents DEMAND RESIGNATIONS: Rising",https://www.youtube.com/watch?v=OxErIN2one8,555,31145,448,"Briahna Joy Gray and Robby Soave react to concerns about crime in DC. #DC #crime 

About Rising: 
Rising is a weekday morning show with bipartisan hosts that breaks the mold of morning TV by taking viewers inside the halls of Washington power like never before. The show leans into the day's political cycle with cutting edge analysis from DC insiders who can predict what is going to happen. It also sets the day's political agenda by breaking exclusive news with a team of scoop-driven reporters and demanding answers during interviews with the country's most important political newsmakers. 
 
Follow Rising on social media:

Website: Hill.TV

Facebook: facebook.com/HillTVLive/

Instagram: @HillTVLive

Twitter: @HillTVLive",2024-02-05T18:13:44Z,UCPWXiRWZ29zrxPFIQT7eHSA,The Hill
Exclusive surveillance video shows deadly shooting,https://www.youtube.com/watch?v=-hsQ4AF1UsA,331,55346,109,"FOX 5's Stephanie Ramirez shares exclusive surveillance video of a shooting in District Heights that left one man dead and two other adults injured in Maryland

FOX 5's Good Day DC team breaks down the latest local, regional and national news, along with information on business, entertainment, sports, weather, traffic and more!

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-06-11T13:34:01Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"Suspect arrested in shootings of homeless people in Washington, D.C., New York, police say",https://www.youtube.com/watch?v=0oLmYkIcRe0,283,19764,92,"Authorities have arrested a man suspected of shooting people experiencing homelessness across New York City and Washington, D.C. Over the last two weeks, two people were killed and three others were wounded. CBS News' Jim Axelrod and Meg Oliver chat with CBS News correspondent George Michael about what we know about this string of shootings and what we have yet to learn.

CBS News Streaming Network is the premier 24/7 anchored streaming news service from CBS News and Stations, available free to everyone with access to the Internet. The CBS News Streaming Network is your destination for breaking news, live events and original reporting locally, nationally and around the globe. Launched in November 2014 as CBSN, the CBS News Streaming Network is available live in 91 countries and on 30 digital platforms and apps, as well as on CBSNews.com and Paramount+.

Subscribe to the CBS News YouTube channel: https://youtube.com/cbsnews
Watch CBS News: https://cbsn.ws/1PlLpZ7c
Download the CBS News app: https://cbsn.ws/1Xb1WC8
Follow CBS News on Instagram: https://www.instagram.com/cbsnews/
Like CBS News on Facebook: https://facebook.com/cbsnews
Follow CBS News on Twitter: https://twitter.com/cbsnews
Subscribe to our newsletters: https://cbsn.ws/1RqHw7T
Try Paramount+ free: https://bit.ly/2OiW1kZ

For video licensing inquiries, contact: licensing@veritone.com",2022-03-15T17:26:12Z,UC8p1vwvWtl6T73JiExfWs1g,CBS News
Pentagon Officer on Trial in Double Homicide Case | NBC4 Washington,https://www.youtube.com/watch?v=OZcuWsJFQco,6,446,9,"A former Pentagon police officer is on trial on two counts of murder. News4’s Paul Wagner reports David Dixon is accused of shooting two suspected car burglars in Takoma Park in 2021.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C., the country’s seventh largest television market. NBCWashington.com is the market’s most-visited local television station website across all platforms.FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/078e74931b225d7d9aea6fef6ecab43c/nbc-washington-dc-newsInstagram: http://nbc4dc.com/3HxYkYH
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2023-02-14T02:27:55Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Will Baby K ever be tried in DC murder case?,https://www.youtube.com/watch?v=n0FNatzfLZY,66,6571,16,"There's a possibility Baby K, who is a suspect in a D.C. murder, may never stand trial in the District. 16-year-old Kaeden Holland, also known as Baby K, is in custody in Prince George's County on charges of attempted murder. He's accused of trying to kill a student on board a school bus. Prosecutors say he pointed a gun and pulled the trigger-- but the gun jammed multiple times.  In that case, Baby K is being tried as an adult but in the District, he's wanted on a murder charge as a juvenile. A spokesperson for D.C. courts told FOX 5 there's a good possibility he never faces trial in D.C. court. FOX 5's Shirin Rajaee has the latest details.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-03-13T02:51:28Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"Mysterious voicemail latest clue in D.C. quadruple homicide, house fire investigation",https://www.youtube.com/watch?v=p22U3BvDgzs,0,194,0,"Mysterious voicemail latest clue in D.C. quadruple homicide, house fire investigation

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2015-05-19T21:47:31Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
DC Snipers&#39; Chevy Caprice - A look inside the sniper murder car,https://www.youtube.com/watch?v=TwAc4TtWwbw,474,75570,96,"20 years ago, the Beltway/DC Snipers John Allen Muhammad and Lee Boyd Malvo terrorized the  District of Columbia, Maryland, and Virginia for three weeks in a series of coordinated attacks. Ten people were killed at the hand of the DC snipers and three were critically wounded. The ATF produced this video to demonstrate how detectives believed the sniper suspects used a Chevrolet Caprice as a killing machine.

Malvo was a juvenile when he and Muhammad embarked on the killing spree in the DMV. Others were killed as the pair made their way to the D.C. region from Washington state. Muhammad was executed in 2009.

On Feb. 8, oral arguments began in Malvo's quest to seek either sentencing relief or release under a Maryland law that applies to prisoners who were convicted as juveniles. 

MORE: https://www.wusa9.com/article/news/local/dc/oral-arguments-start-feb-8-dc-sniper-lee-boyd-malvo-seeks-sentencing-relief-juvenile-offender-release-ruling/65-1e2de660-0987-4d1c-885f-3b021c2a24e8",2022-02-08T14:45:44Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"DC Council approves new crime bill, overriding mayor&#39;s veto | FOX 5 DC",https://www.youtube.com/watch?v=2DJzO8a6O2E,65,5599,59,"D.C. Council approved the new controversial crime bill Tuesday, overriding Mayor Muriel Bowser's veto. FOX 5's Katie Barlow reports from Downtown D.C. with the details. READ MORE: https://bit.ly/3ZKZDMP

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-01-18T14:44:36Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Quadruple homicide suspect taken into custody in D.C.,https://www.youtube.com/watch?v=xzCNLAJuurs,2,117,0,"Quadruple homicide suspect taken into custody in D.C.

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2015-05-22T12:13:21Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
